Parça_Kodu,r_optimal,Q_optimal,SS_optimal,grid_r,grid_Q,ml_total_cost,ml_holding_cost,ml_ordering_cost,ml_stockout_cost,ml_service_level,ml_num_orders,ml_avg_inventory,r_eoq,Q_eoq,SS_eoq,eoq_total_cost,eoq_holding_cost,eoq_ordering_cost,eoq_stockout_cost,eoq_service_level,eoq_num_orders,eoq_avg_inventory,abs_saving,pct_saving,ABC,XYZ,Segment,Model_Grubu,champion,WAPE,sMAPE
Part-14,66616,6596,3861.3,68460,9413,1848883.0613730527,948451.0887072582,46680.0,853751.9726657949,0.9713712567192122,186,14171.299862945301,89512,3141,27538.2,2347279.2944216854,2239653.4878280265,100920.0,6705.806593658989,0.9997744581390334,406,33463.82490673544,498396.23304863274,21.232932707798025,A,X,AX,Global_ML,LightGBM,18.12008721845963,18.67529102057952
Part-140,78901,14050,4014.0,81695,16047,54660290.79062643,32950951.75534401,24440.0,21684899.03528241,0.9694389984233487,146,21112.514570317966,117123,697,42377.6,78830761.57897596,78319081.57897596,511680.0,0.0,1.0,3108,50181.03159044209,24170470.78834953,30.661216895811087,A,X,AX,Global_ML,LightGBM,16.82219713893489,17.774993010089528
Part-1400,101666,12221,6901.2,103380,14215,55567912.12632891,36878494.18234755,37230.0,18652187.943981357,0.9702208118991781,149,24779.238197026873,185566,815,92795.7,149572548.20668384,148994613.20668384,577935.0,0.0,1.0,2349,100111.81564158128,94004636.08035493,62.84885642949434,A,Y,AY,Global_ML,RandomForest,29.79828716852752,50.200198636751594
Part-1401,15910,2518,0.0,18027,2479,62486.49433641471,17193.275007798064,5252.5,40040.71932861664,0.9354940139449266,124,2847.888923308498,47402,2283,29684.0,206687.37394219154,200472.37394219154,6215.0,0.0,1.0,149,33206.18398300397,144200.87960577683,69.76762869226275,B,Z,BZ,Global_ML,XGBoost,240.966604321074,183.26978366995866
Part-1402,6129,1099,273.3,6388,1255,225553.10747600853,83695.63515379108,18487.5,123369.9723222175,0.9687093477255277,147,1568.849959020159,14883,962,8397.4,560083.4477785142,538235.9477785142,21847.5,0.0,1.0,176,10089.073857482395,334530.3403025057,59.72866036826644,B,Z,BZ,Aralıklı_Croston,RandomForest,86.91410505438805,113.9112271861083
Part-1403,260,183,0.4,283,248,6859.932866731932,3066.48077052985,2450.0,1343.4520962020827,0.9736840984306584,28,106.01562570976637,990,200,663.2,26545.07721698841,24185.07721698841,2360.0,0.0,1.0,27,836.1363679952294,19685.14435025648,74.15741980836398,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,137.34509800125636
Part-1404,606,600,2.0,659,824,4546.756212897759,2649.6820753250763,1222.5,674.5741375726819,0.9820492046678856,28,356.8883782292275,1748,432,1201.7,12141.16775710389,10413.66775710389,1727.5,0.0,1.0,41,1402.6275196788815,7594.411544206132,62.5509151684572,C,Z,CZ,Aralıklı_Croston,CatBoost,67.22389878873415,101.28611546639578
Part-1405,59946,6241,4792.1,60168,8273,1844202.6065347095,1044836.7255721695,14500.0,784865.8809625399,0.9767584653050644,173,13676.446206806699,80899,1597,26056.4,2405712.0611818735,2347252.0611818735,58460.0,0.0,1.0,705,30724.481407360967,561509.4546471641,23.340675873375584,A,X,AX,Global_ML,CatBoost,18.578963901074527,19.14165004099292
Part-1406,9792,3045,475.5,10163,3993,768898.6436760002,370851.2494510237,7437.5,390609.8942249764,0.9861222714983702,176,3161.0448200381843,15635,623,6652.6,930974.8255262694,894034.8255262694,36940.0,0.0,1.0,881,7620.532918109474,162076.1818502692,17.409298018198225,B,X,BX,Global_ML,LightGBM,21.479252254559476,21.403010141497177
Part-1407,11055,2219,44.3,12012,2359,844516.9870483192,177750.59706589492,18195.0,648571.3899824241,0.9519838989087205,141,1975.6915404661952,17097,692,11431.8,677933.5780779367,616696.0780779367,61237.5,0.0,1.0,476,6854.554891005957,-166583.40897038253,-24.572231610459006,B,Z,BZ,Global_ML,HareketliOrtalama,55.52968848223443,66.50962059485404
Part-1408,172026,30959,111.6,187543,25787,3722634.140437412,892029.5455785192,14160.0,2816444.594858893,0.9460798436563221,110,29386.383406418638,221449,4835,88230.8,1801223.1428890217,1705148.1428890217,96075.0,0.0,1.0,747,56173.180966984946,-1921410.9975483904,-106.67256886709755,A,X,AX,Global_ML,HareketliOrtalama,22.07938265058256,23.122673500740284
Part-1409,739,145,7.6,798,110,27119.463447232854,6780.8288351372585,4320.0,16018.634612095591,0.9543008332907583,101,135.29403572158495,2076,160,1353.6,76544.89722327096,72444.89722327096,4100.0,0.0,1.0,95,1445.4519869285818,49425.43377603811,64.57051425893341,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,142.9463522015643
Part-141,164453,28957,425.0,178940,24604,15663162.063630482,4879596.150592344,19370.0,10764195.913038138,0.9503746399596832,113,27260.983792854946,228733,2135,113886.9,12803829.46297031,12527189.46297031,276640.0,0.0,1.0,1613,69986.01900253588,-2859332.6006601714,-22.33185476993104,A,Y,AY,Global_ML,HareketliOrtalama,26.7966412682918,32.37997860670633
Part-1410,197,31,15.8,198,27,66484.71600101366,37109.11701226,7515.0,21860.59898875364,0.9766549799668436,117,43.649609405226705,529,25,333.6,322959.2578544732,313378.0078544732,9581.25,0.0,1.0,150,368.6109705740681,256474.54185345955,79.41389993193138,C,Z,CZ,Aralıklı_Croston,RandomForest,80.0976855945905,113.46341689613789
Part-1411,399,60,0.0,443,87,252969.79900241626,53623.33588429335,12108.75,187237.71311812286,0.9540171383767813,189,65.30307887455447,1144,37,849.0,662359.5001473,641798.2501473,20561.25,0.0,1.0,324,781.5888560412426,409389.7011448837,61.80777977123313,C,Z,CZ,Aralıklı_Croston,XGBoost,64.58335134776793,92.12756337111983
Part-1412,1332,157,48.0,1401,193,190719.45625484962,94132.91855005597,6627.5,89959.03770479363,0.965541775290402,158,279.00957059424553,4251,87,2802.5,1065427.270695656,1053059.770695656,12367.5,0.0,1.0,300,3121.26468569687,874707.8144408064,82.09925149275351,C,Z,CZ,Aralıklı_Croston,CatBoost,59.222454805750424,75.22708150682375
Part-1413,33150,3271,2662.4,33259,4573,1261914.867986161,733631.5405371091,22995.0,505288.32744905195,0.9771214627490357,183,7534.441067686986,47082,1283,16973.1,1981234.9223393234,1921302.4223393234,59932.5,0.0,1.0,482,19731.894110934365,719320.0543531624,36.30665128312156,B,X,BX,Global_ML,CatBoost,23.200671194306263,23.09035926764539
Part-1414,42259,6437,0.0,46145,9064,14586287.724141855,3019724.9524598652,32220.0,11534342.77168199,0.9534629726192486,188,6688.579190820541,134457,993,90604.5,42733684.39298537,42514774.39298537,218910.0,0.0,1.0,1274,94168.65435897057,28147396.66884351,65.86700180119232,A,Z,AZ,Global_ML,Croston-SBA,100.0,121.76697137376433
Part-1415,329,249,0.0,361,316,1833.5939284610292,852.2363186831608,583.75,397.60760977786845,0.9696143427358219,26,142.0393864471934,1254,228,901.7,6924.39545494173,6278.14545494173,646.25,0.0,1.0,30,1046.3575758236218,5090.801526480701,73.51979764309317,C,Z,CZ,Aralıklı_Croston,Croston-SBA,142.06807220230647,160.4570980999253
Part-1416,156,21,49.5,145,16,17445.48047040407,12934.13292062162,2158.75,2352.5975497824525,0.9876029068092361,100,67.671913988498,353,25,222.6,52559.30902197433,50718.05902197434,1841.25,0.0,1.0,85,265.35896521725704,35113.82855157026,66.8080102363782,C,Z,CZ,Aralıklı_Croston,CatBoost,135.1382185247623,144.22458927759584
Part-1417,7136,695,575.9,7157,984,3797684.780745308,2738158.2669187817,7747.5,1051779.0138265267,0.9762101794626405,185,1623.1051531847547,15830,79,9903.2,16669817.006719852,16599869.506719852,69947.5,0.0,1.0,1699,9839.94755309396,12872132.225974545,77.21819754101438,B,Z,BZ,Aralıklı_Croston,XGBoost,171.72280660780578,141.1204134850473
Part-1418,429,312,0.0,476,416,6318.718905804512,2290.223145048803,2380.0,1648.4957607557092,0.9687977407034236,28,181.90233392495898,1033,328,650.7,12092.362516283254,9772.362516283254,2320.0,0.0,1.0,27,776.1756986500237,5773.643610478742,47.746200154883766,C,Z,CZ,Aralıklı_Croston,XGBoost,64.56252145418023,88.02579381237726
Part-1419,6356,1124,17.8,6914,951,117414.95695966264,35028.41909388187,4795.0,77591.53786578076,0.9469128568478734,112,1065.8469071056181,7698,518,2727.7,70559.33732715374,59260.260847048325,10970.0,329.07648010541305,0.9997761569703811,256,1803.174889760602,-46855.6196325089,-66.40598028189983,B,Y,BY,Global_ML,HareketliOrtalama,37.55687929180111,48.547094680649046
Part-142,3510,2594,0.0,3866,3382,20729.01174937003,9572.950687126558,3562.5,7593.5610622434715,0.9678515256515366,27,1486.3907035473824,9256,1682,5834.3,48577.633027175114,42907.633027175114,5670.0,0.0,1.0,44,6662.262130795469,27848.621277805083,57.32807372937688,B,Z,BZ,Aralıklı_Croston,HareketliOrtalama,70.34764255762275,99.53205762687122
Part-1420,30380,3108,1825.3,31151,4283,1254445.0188199985,614596.2207135733,7552.5,632296.2981064256,0.9735226170354988,179,6314.042005317279,48512,742,18346.6,2229598.1304924763,2197120.6304924763,32477.5,0.0,1.0,780,22572.074939822847,975153.1116724778,43.73672090660952,B,Y,BY,Global_ML,CatBoost,6.340128441860165,6.252825326735044
Part-1421,378,76,4.9,407,56,16932.129578207743,4373.571540278364,2100.0,10458.558037929379,0.954096757934211,98,67.8148807351885,819,67,494.8,34079.59819238417,31580.848192384165,2498.75,0.0,1.0,116,489.68021534782446,17147.468614176425,50.315935409145766,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,67.82600364089298,94.12525024879236
Part-1422,154,87,0.0,169,66,20393.393341104522,7473.639410702145,4460.0,8459.753930402378,0.9773762587011097,104,57.01603766491617,590,82,418.1,68849.3248969376,63996.8248969376,4852.5,0.0,1.0,113,488.22871672584915,48455.93155583308,70.37967565893793,C,Z,CZ,Aralıklı_Croston,Croston-SBA,85.10586517400827,109.19489082221179
Part-1423,19540,1936,2068.7,19060,2621,2092476.6102929967,1385638.3676608934,30020.0,676818.2426321037,0.9827466187810371,179,4656.869120801316,48856,626,32430.4,9892836.52803811,9797886.52803811,94950.0,0.0,1.0,571,32928.84802155125,7800359.917745113,78.84856780598228,B,Z,BZ,Aralıklı_Croston,RandomForest,91.51788191523903,114.51157266040504
Part-1424,4481,801,295.5,4566,628,18243.47057950557,6553.017670658884,6495.0,5195.452908846692,0.969513606963109,102,1092.1696117764807,6458,1212,3148.6,23347.448418891698,18914.948418891698,4432.5,0.0,1.0,70,3152.4914031486155,5103.977839386127,21.860966336930503,B,Y,BY,Global_ML,CatBoost,28.722743856504522,40.32455540446385
Part-1425,7334,1433,0.0,8021,1103,36316.115155350155,7728.926382898305,8760.0,19827.188772451853,0.9511847314053327,102,1288.1543971497174,26099,2401,16358.6,126406.92565962816,120891.92565962816,5515.0,0.0,1.0,64,20148.654276604695,90090.81050427801,71.27047037506681,B,Z,BZ,Global_ML,Croston-SBA,137.84925850078983,163.02315680555634
Part-1426,102,67,7.3,103,90,5170.8956781829365,3122.1094356651806,1227.5,821.2862425177557,0.9856859187886544,29,47.19827775659092,276,46,196.5,15635.116779810542,13820.116779810542,1815.0,0.0,1.0,42,208.92467860052707,10464.221101627605,66.92768112317486,C,Z,CZ,Aralıklı_Croston,RandomForest,97.86929201108441,133.2688764492028
Part-1427,653,115,0.0,716,98,42228.175536641786,10264.8703788624,9710.0,22253.30515777939,0.9469233712820506,113,105.82907927912015,1262,128,816.7,75965.01468425588,66740.01468425588,9225.0,0.0,1.0,107,688.0782751679046,33736.83914761409,44.41102168918058,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,33.91479369339148,40.13058695484355
Part-1428,18823,2304,620.8,19857,2730,9039460.949861856,5497573.400984025,13210.0,3528677.5488778315,0.9719091923839394,156,3510.217454339385,28882,201,11094.7,18856088.24011791,18700263.24011791,155825.0,0.0,1.0,1860,11940.175353448423,9816627.290256055,52.060783579546246,B,X,BX,Global_ML,XGBoost,12.06402407314086,12.259630872217832
Part-1429,261,54,4.0,280,39,21104.762959632342,6032.680402731619,6116.25,8955.83255690072,0.9606328166919995,95,49.91891080095938,376,49,266.7,25507.19270422958,18487.19270422958,7020.0,0.0,1.0,109,152.97686301178973,4402.429744597237,17.2595620209794,C,Z,CZ,Düşük_Hacim_Basit,LightGBM,66.86745652052363,88.34122940737007
Part-143,36655,10624,7278.8,40058,12590,14436456.878584355,11203994.790881386,37695.0,3194767.087702967,0.9924202277084845,153,17859.81029263925,68318,1177,39774.9,28221194.314846613,27878099.314846613,343095.0,0.0,1.0,1400,44439.2892334921,13784737.436262257,48.84533688572627,A,Y,AY,Global_ML,CatBoost,15.787894901250377,17.11417066596578
Part-1430,80056,14410,51.7,87277,12001,1516301.0278842042,372369.4163427035,18880.0,1125051.6115415008,0.9465259244484837,110,13614.173077359403,215508,4523,136700.9,3893901.244255609,3830471.244255609,63430.0,0.0,1.0,370,140045.60041297798,2377600.216371405,61.0595920962019,A,Z,AZ,Aralıklı_Croston,Croston-SBA,69.32622851776972,93.03198438466501
Part-1431,1015,107,0.7,1107,152,588506.5920693179,235952.062827806,15875.0,336679.52924151195,0.952841198095871,186,147.8046320030757,2565,50,1456.9,2626711.8967792713,2590941.8967792713,35770.0,0.0,1.0,421,1623.012780669284,2038205.3047099533,77.59531249731224,C,Z,CZ,Aralıklı_Croston,RandomForest,69.91134268193997,104.21099561003844
Part-1432,8,26,0.2,8,21,2508.554076499066,1331.7342093726745,1136.25,40.56986712639084,0.9970072843196285,17,13.888028980597458,35,27,25.7,5066.74475299384,3956.74475299384,1110.0,0.0,1.0,17,41.26302787122269,2558.190676494774,50.48982731927022,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,154.64480874316942,152.54444765845417
Part-1433,15947,1610,979.7,16328,2245,593552.0822155359,311859.81673788023,7982.5,273709.76547765563,0.9813395691397362,188,2767.2464234821227,31492,483,16698.7,2000117.6381448768,1973065.1381448768,27052.5,0.0,1.0,638,17507.729927956047,1406565.555929341,70.32414139570012,B,Y,BY,Global_ML,RandomForest,56.36319651774351,68.38989358031768
Part-1434,96199,14656,0.0,105046,20634,67142883.7993447,20124923.010334145,32180.0,46985780.789010584,0.9525427316569688,187,15313.687156065931,121387,770,44537.0,38519604.8567925,37875934.8567925,643670.0,0.0,1.0,3757,28820.990611621877,-28623278.9425522,-74.30833999717109,A,X,AX,Global_ML,UstelDuzeltme,14.429186199055167,14.430608035021056
Part-1435,1131,215,19.9,1212,167,44414.04926274468,17278.143361898205,8775.0,18360.905900846476,0.9645673136804334,103,219.41502547288763,2856,199,1974.4,158846.85814569535,149011.85814569535,9835.0,0.0,1.0,116,1892.3005768605988,114432.80888295067,72.03970554960058,C,Z,CZ,Aralıklı_Croston,XGBoost,14.858404667847703,13.221604322266497
Part-1436,91254,13903,0.0,99646,19573,69954052.4067863,25455161.779611498,16095.0,44482795.6271748,0.9526504811424836,187,14526.634893520817,175928,510,86177.6,154871593.96388453,154411543.96388453,460050.0,0.0,1.0,5364,88118.87121082057,84917541.55709824,54.830934055538094,A,Y,AY,Global_ML,UstelDuzeltme,17.630363848894376,18.13932644913021
Part-1437,11282,1719,0.0,12318,2420,553083.219498324,126485.6771568186,12063.75,414533.79234150535,0.9528139276125343,187,1794.336873568178,22457,718,12891.7,872381.5888395812,842074.0888395812,30307.5,0.0,1.0,471,11945.736638685765,319298.36934125726,36.60076890962124,B,Z,BZ,Aralıklı_Croston,UstelDuzeltme,40.30188679245283,51.90753254047182
Part-1438,549,382,32.2,564,493,15854.75279979093,10227.130272987211,2250.0,3377.622526803716,0.9821075526862078,26,265.95751477056257,1434,229,865.8,44824.31671908456,40974.31671908456,3850.0,0.0,1.0,46,1065.5410807480257,28969.563919293636,64.6291255276613,C,Z,CZ,Global_ML,CatBoost,90.33119406982735,131.14718454959404
Part-1439,502,61,42.8,501,69,170180.16211421794,97517.37095403485,3120.0,69542.79116018307,0.9777235835858129,148,119.48936152588166,1349,24,839.8,773200.8513158986,765083.3513158986,8117.5,0.0,1.0,390,937.4670406763662,603020.6892016807,77.99017398589372,C,Z,CZ,Aralıklı_Croston,CatBoost,93.25624954847135,123.43182579983218
Part-144,122413,12816,909.4,132549,18226,1256859.7922516307,523328.3442208997,23107.5,710423.9480307311,0.9595120878475452,182,21577.70291016855,173680,5080,56175.2,1605707.4626016095,1544732.4626016095,60975.0,0.0,1.0,490,63691.90303141894,348847.67034997884,21.725481040286546,A,X,AX,Global_ML,RandomForest,17.929998109779163,16.929700446955163
Part-1440,1824,321,0.0,2006,276,110709.90073953052,26461.51600908324,7290.0,76958.38473044729,0.9466047872416297,113,290.7143297593036,2705,210,1193.7,104800.47324639963,93021.72324639963,11778.75,0.0,1.0,183,1021.9651783121477,-5909.42749313089,-5.638741228999083,C,Y,CY,Global_ML,HareketliOrtalama,14.207357859531772,15.125274393934157
Part-1441,23415,4048,58.7,25480,3503,391429.007280388,105623.04651422132,14805.0,271000.9607661666,0.9519024829312807,115,3811.345173140978,39273,2205,13983.0,518239.3265535346,489626.8265535346,28612.5,0.0,1.0,222,17667.89449472932,126810.31927314663,24.469451231437375,B,X,BX,Global_ML,UstelDuzeltme,16.38419850639408,17.162915306187728
Part-1442,761,116,26.6,801,110,21079.900172347378,8493.421877080593,2685.0,9901.478295266787,0.9661156078504843,126,142.05422105838085,2105,101,1422.4,90149.64071124714,86962.14071124714,3187.5,0.0,1.0,149,1454.4596205259595,69069.74053889976,76.61676740358054,C,Z,CZ,Aralıklı_Croston,CatBoost,95.88606291758397,143.84569981212633
Part-1443,35,34,0.0,38,33,1655.0290839218785,839.4778558830616,451.25,364.3012280388167,0.9759413810515645,21,19.166161093220587,82,24,53.3,3283.977914255173,2632.7279142551733,651.25,0.0,1.0,30,60.107943247835024,1628.9488303332944,49.60291673285356,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,115.27592033133433
Part-1444,17765,1865,1310.4,17950,2468,609533.6764231651,343439.7789958288,22230.0,243863.8974273363,0.9808486430882413,175,3684.248807057714,24439,936,9096.2,935223.940106073,890013.940106073,45210.0,0.0,1.0,359,9547.620857106245,325690.2636829079,34.82484244853357,B,X,BX,Global_ML,CatBoost,21.00927815036796,23.378483758921494
Part-1445,108462,11439,6947.0,110744,15227,4148425.662028012,2231787.9077285794,14155.0,1902482.7542994325,0.969232832906479,170,25981.353903028416,169417,2040,68704.0,6856162.70213327,6774112.70213327,82050.0,0.0,1.0,1001,78860.81777020231,2707737.040105258,39.49347700372915,A,X,AX,Global_ML,LightGBM,26.55103477927177,31.318603238389027
Part-1446,13848,1591,47.6,15055,2070,481872.6220762818,102260.45647379637,14820.0,364792.1656024855,0.9512203708282841,172,1893.922592765796,18700,929,5585.8,336591.977235169,309841.977235169,26750.0,0.0,1.0,312,5738.451999021541,-145280.64484111284,-43.16224231916515,B,X,BX,Global_ML,HareketliOrtalama,17.374724644119876,18.019743392113487
Part-1447,514,92,40.6,516,71,22246.918567046254,10423.434800661964,4390.0,7433.483766384294,0.977714237089141,103,121.7014230481877,1463,107,913.0,95313.91167995504,91451.41167995504,3862.5,0.0,1.0,91,1067.763856546535,73066.99311290879,76.65931638421584,C,Z,CZ,Aralıklı_Croston,CatBoost,92.23254215335356,120.70675348768421
Part-1448,27208,3683,628.9,28995,3987,10258268.146292966,4178224.5044562956,9033.75,6071009.891836669,0.9669529917680117,142,4964.3820620496535,35763,282,10612.5,9251133.39536703,9128512.14536703,122621.25,0.0,1.0,1946,10846.095488485376,-1007134.7509259358,-10.88660932540773,B,X,BX,Global_ML,LightGBM,19.250476191706838,20.568343281054418
Part-1449,25743,3855,1787.9,26133,5133,326922.34426197904,183839.45107770135,15010.0,128072.89318427767,0.9813382023589503,178,5954.35277565203,39053,2011,14433.9,583100.401541933,553860.401541933,29240.0,0.0,1.0,348,17938.91463400355,256178.0572799539,43.93378166136131,B,X,BX,Global_ML,RandomForest,10.215269076235407,10.21663187517932
Part-145,6784,1095,19.8,7379,1015,288995.59911713103,63159.60079254153,20950.0,204885.9983245895,0.9461273502404994,122,1120.9720499318742,10291,815,5017.5,261887.54398235172,232177.54398235166,29710.0,0.0,1.0,173,4120.743864118582,-27108.055134779308,-10.351028812812146,B,Y,BY,Aralıklı_Croston,HareketliOrtalama,30.955303632031196,43.73169885379116
Part-1451,29792,5190,0.0,32516,4471,96257.82945998914,29055.78262715805,9775.0,57427.046832831096,0.9489460964316075,114,4842.630437859674,40638,3916,14724.5,95173.82537873209,81538.82537873209,13635.0,0.0,1.0,159,13589.804229788682,-1084.0040812570514,-1.1389729024166,B,X,BX,Global_ML,UstelDuzeltme,13.580234159575664,14.000414478411836
Part-1452,399,59,0.7,434,85,303703.74274228525,104811.11762349271,16530.0,182362.6251187926,0.9554170938220901,193,62.05707178027395,1407,34,1022.7,1788415.3949677132,1758365.3949677132,30050.0,0.0,1.0,350,1041.1014595173328,1484711.6522254278,83.01827731986347,C,Z,CZ,Aralıklı_Croston,Croston-SBA,64.71890216910138,84.88303773813821
Part-1453,261,54,4.0,280,39,27361.192215510608,6190.044777140566,8155.0,13016.147438370039,0.9606328166919995,95,49.91891080095938,492,71,316.4,41072.64357726609,34632.64357726609,6440.0,0.0,1.0,75,279.29100802621,13711.451361755484,33.38341574230893,C,Z,CZ,Aralıklı_Croston,LightGBM,67.26206308114811,93.10427076027663
Part-1454,6724,1437,851.2,6407,1258,149295.27235893556,83393.98229925621,18620.0,47281.29005967932,0.9759926409067434,112,2401.2641321785763,16430,1141,11973.3,434813.3482746339,410813.348274634,24000.0,0.0,1.0,147,11829.047264971088,285518.07591569837,65.66451491166305,B,Z,BZ,Aralıklı_Croston,RandomForest,60.14244934977832,91.40403687950483
Part-1455,236,49,2.8,254,35,20935.278464099123,5654.0844571230455,6120.0,9161.194006976077,0.9531393693414218,95,43.75725115948827,455,68,232.3,38456.06108459953,33851.06108459953,4605.0,0.0,1.0,71,261.9751072214601,17520.78262050041,45.560523169433345,C,Y,CY,Global_ML,UstelDuzeltme,21.894985739062296,22.771300774525336
Part-1456,1531,238,33.7,1633,225,62635.9952956681,18830.98297434359,7987.5,35817.51232132452,0.9639249016581191,125,271.5385754175043,2583,248,984.0,96496.17536458296,88519.92536458296,7976.25,0.0,1.0,125,1276.437584926473,33860.18006891486,35.08966022848464,C,Y,CY,Global_ML,XGBoost,32.45203828928804,46.201050819178406
Part-1457,10781,2819,0.0,11789,2316,240208.04553582292,54585.85636170652,9365.0,176257.1891741164,0.9539070054778083,109,2253.3419346488045,19539,1470,9218.8,258492.43820318868,239612.43820318868,18880.0,0.0,1.0,220,9891.367307474637,18284.392667365755,7.073472939658397,B,Y,BY,Global_ML,UstelDuzeltme,21.497549376425486,23.408877547146233
Part-1458,1500,297,1.1,1635,225,7066.255680841578,1615.7895888708092,2161.25,3289.2160919707685,0.951893153991626,101,269.2982648118016,2571,385,1568.5,9564.973454349409,7819.97345434941,1745.0,0.0,1.0,81,1303.328909058235,2498.7177735078303,26.123624758954318,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,38.86567919989873,47.85206482525577
Part-1459,723,132,0.0,793,109,44037.58270991228,9354.381442078255,9350.0,25333.201267834032,0.9464477860410627,109,121.06786774552002,1784,174,1122.4,97433.44342097317,89938.44342097317,7495.0,0.0,1.0,87,1164.016631217167,53395.86071106089,54.80239519028134,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,42.971004534835785,57.62611917596397
Part-146,7855,2466,489.1,8036,3157,5485699.971137552,3812042.3893797137,7317.5,1666340.0817578393,0.9886140940180956,173,2579.850904534743,17534,147,11217.2,16362658.894652102,16238118.894652102,124540.0,0.0,1.0,2953,10989.365132722854,10876958.92351455,66.4742753212898,B,Y,BY,Global_ML,LightGBM,15.580476460367887,15.587193679342285
Part-1460,1372,145,4.4,1492,205,636242.2510633025,157456.93748578,4036.25,474749.0635775224,0.9518455590122032,188,178.50997558197702,3458,36,2179.3,1906929.9466481288,1889834.9466481288,17095.0,0.0,1.0,797,2142.5184280025182,1270687.6955848262,66.63525830187702,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,47.586500585542424,65.136826364912
Part-1461,1439,154,20.6,1547,213,677308.3806445996,310826.24365953205,11771.25,354710.8869850675,0.964633653226659,184,208.9089900839329,2752,47,1513.8,2136621.239289529,2096372.4892895285,40248.75,0.0,1.0,631,1408.9899695114927,1459312.8586449297,68.30002584501975,C,Y,CY,Global_ML,XGBoost,24.6930433215592,26.458235609044884
Part-1462,116863,15221,20698.7,104907,14425,1705621.3328805552,1259641.0510392247,33555.0,412425.2818413306,0.9875837570677584,130,32356.231917453326,227301,4997,136050.8,5416696.012333641,5313256.012333641,103440.0,0.0,1.0,401,136480.89956264614,3711074.6794530856,68.51177675474291,A,Z,AZ,Global_ML,CatBoost,32.08914315877346,45.21126333167004
Part-1463,31754,3493,2378.1,32046,4406,1458208.0465265103,789100.5052048662,28280.0,640827.5413216441,0.9817525044783958,168,6603.90413595168,41369,1304,12752.0,1816322.3941799044,1738872.3941799041,77450.0,0.0,1.0,463,14552.451202442919,358114.3476533941,19.716452806005723,B,X,BX,Global_ML,XGBoost,12.705870101040215,12.657155730671418
Part-1464,1344,252,0.0,1468,202,20751.26980607889,4834.164097338944,4537.5,11379.605708739946,0.9473054707737283,106,234.40417090165178,2237,325,1007.8,26251.593660203718,22536.593660203715,3715.0,0.0,1.0,86,1092.7786987569202,5500.323854124828,20.952342647536412,C,Y,CY,Global_ML,HareketliOrtalama,20.458691686213186,21.574826416361525
Part-1465,13185,2008,0.0,14396,2828,958173.0898346376,202675.4827426583,12090.0,743407.6070919792,0.9536034280443078,188,2085.318924090748,24223,737,10352.3,1194656.5163328485,1160404.0163328485,34252.5,0.0,1.0,532,11939.344720457824,236483.42649821087,19.795097859937776,B,Y,BY,Global_ML,Croston-SBA,100.0,110.81568678358155
Part-1466,162,162,2.2,174,218,3702.3370668270245,2277.179086009751,600.0,825.157980817274,0.982858715295565,28,96.59214284543718,463,86,326.4,9524.006456851024,8357.756456851024,1166.25,0.0,1.0,54,354.5147636860354,5821.669390024,61.126264628225066,C,Z,CZ,Aralıklı_Croston,RandomForest,97.72615252138637,120.39658452806519
Part-1467,734,87,24.9,774,106,404164.19084440835,237638.23211313545,10241.25,156284.70873127278,0.9682595432287631,161,132.2065054458178,1998,35,1175.5,2447754.4502191287,2421425.7002191287,26328.75,0.0,1.0,415,1347.124270265804,2043590.2593747205,83.48836866344062,C,Z,CZ,Global_ML,CatBoost,97.19867909723077,117.01707648726152
Part-1468,841,156,73.9,837,164,30713.684797441936,14188.237519620434,5840.0,10685.447277821499,0.978106414040212,138,232.4081311937407,2546,172,1835.9,123154.85554346482,117729.85554346482,5425.0,0.0,1.0,129,1928.4548679657066,92441.17074602288,75.06092255810229,C,Z,CZ,Aralıklı_Croston,RandomForest,71.13011410392576,110.80666455360569
Part-1469,1374,145,4.4,1494,205,619493.3905706959,161070.55916140354,4042.5,454380.33140929247,0.9538936007447137,189,178.01242928642273,3115,32,2048.5,1641892.8350659413,1622574.0850659413,19318.75,0.0,1.0,901,1793.2411489945057,1022399.4444952455,62.26956002607711,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,51.933714307606515,68.09121505632403
Part-147,68828,5871,13712.6,75157,8267,37399338.38503756,16374779.887470404,23655.0,21000903.49756715,0.946431639077778,187,21208.096625089696,164479,604,111562.9,85865228.93710688,85621906.43710688,243322.5,0.0,1.0,1961,110894.78316175833,48465890.55206932,56.44414060500416,A,Z,AZ,Aralıklı_Croston,XGBoost,77.5635635335385,130.34738386663278
