Parça_Kodu,r_optimal,Q_optimal,SS_optimal,grid_r,grid_Q,ml_total_cost,ml_holding_cost,ml_ordering_cost,ml_stockout_cost,ml_service_level,ml_num_orders,ml_avg_inventory,r_eoq,Q_eoq,SS_eoq,eoq_total_cost,eoq_holding_cost,eoq_ordering_cost,eoq_stockout_cost,eoq_service_level,eoq_num_orders,eoq_avg_inventory,abs_saving,pct_saving,ABC,XYZ,Segment,Model_Grubu,champion,WAPE,sMAPE
Part-1,84889,8553,10120.0,81566,11215,4152075.5165838576,2599936.298873351,28640.0,1523499.2177105073,0.980152915083702,172,22162.12416270595,139390,2079,67998.3,8554285.908877417,8433795.908877417,120490.0,0.0,1.0,729,71890.54292463174,4402210.392293559,51.46204416344161,A,Y,AY,Yüksek_Hacim_Ayrı,RandomForest,31.455487455952802,48.97346836166822
Part-10,103365,9798,11081.8,100673,13842,1663358.1837433418,917811.7560992138,30580.0,714966.4276441281,0.976705579528784,183,26384.81889342757,165469,4208,78714.1,2974310.5642830604,2901220.5642830604,73090.0,0.0,1.0,441,83402.91857214078,1310952.3805397185,44.07584050846135,A,Y,AY,Yüksek_Hacim_Ayrı,LightGBM,35.413191238748624,44.53553420614415
Part-100,88634,8624,8208.0,87737,12064,20464849.153177984,12234698.737727387,78400.0,8151750.4154506,0.9823660957997017,187,19464.275751588342,153238,1478,75868.0,49901839.38107018,49434289.38107018,467550.0,0.0,1.0,1123,78645.3888831672,29436990.227892198,58.989789941608564,A,Y,AY,Global_ML,RandomForest,21.026023066594515,22.803913912623038
Part-1000,855,235,9.3,923,181,29902.197461896896,7135.189057174752,6671.25,16095.758404722146,0.9634856108659295,103,187.70688136436408,2768,310,1805.5,85427.95344496146,80174.20344496146,5253.75,0.0,1.0,81,2109.159207126134,55525.75598306456,64.99717451248327,C,Z,CZ,Aralıklı_Croston,Croston-SBA,76.85021504358878,114.6391158788774
Part-1001,606,340,3.5,657,258,20001.45595714881,4599.7323683305385,8910.0,6491.723588818273,0.9812922839420046,104,229.10228360182379,1388,567,751.4,27870.766879602546,22420.766879602546,5450.0,0.0,1.0,63,1116.727774769517,7869.310922453737,28.234999619665857,C,Y,CY,Global_ML,Croston-SBA,100.0,117.36188773945182
Part-1002,953,144,0.4,1039,204,645453.7817028638,212202.03692683514,4070.0,429181.7447760287,0.9562442720075195,189,148.7394813926278,2311,28,1453.7,2026033.7234839262,2004122.4734839262,21911.25,0.0,1.0,1022,1404.7562486692264,1380579.9417810624,68.14200206929652,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,122.79297805526173
Part-1003,553,101,38.5,561,77,19856.02836402024,6707.063126628769,8755.0,4393.965237391472,0.9844454671338874,103,122.08866911731411,1214,173,750.4,49709.95305598637,44499.95305598637,5210.0,0.0,1.0,61,810.0326389978586,29853.92469196613,60.05623191464862,C,Z,CZ,Aralıklı_Croston,LightGBM,63.974522702043956,91.25430171528744
Part-1004,1229,163,5.2,1335,184,591029.4009882903,156587.56217174887,12820.0,421621.8388165414,0.9520167065570055,149,178.0266735742738,1810,63,824.3,606709.1623906784,571759.1623906784,34950.0,0.0,1.0,407,650.0412954534771,15679.761402388103,2.5843950239029736,C,Y,CY,Global_ML,HareketliOrtalama,23.936257598160015,24.730775461661082
Part-1005,1087,165,0.0,1186,233,660847.4375758363,167495.11925827872,12123.75,481228.56831755757,0.9569147144828831,188,170.2676209842901,1637,63,618.2,645998.3589593589,612844.6089593589,33153.75,0.0,1.0,516,622.9888611837866,-14849.078616477433,-2.2986248200998323,C,X,CX,Global_ML,UstelDuzeltme,21.965795358268206,23.544109181077914
Part-1006,1415,250,0.0,1556,214,84478.01654526468,15930.58028523399,9670.0,58877.4362600307,0.9426979153317182,112,231.4132440432361,2308,259,1011.7,82222.99359610268,72332.99359610268,9890.0,0.0,1.0,115,1050.7346499454197,-2255.0229491619975,-2.742569749088878,C,Y,CY,Aralıklı_Croston,HareketliOrtalama,19.951115184845712,20.246772964083423
Part-1007,877,221,0.0,964,189,64890.35248842172,17071.011000424165,7297.5,40521.841487997546,0.9492522051746158,113,171.8034672699475,1582,176,769.3,90975.83839474933,81353.33839474933,9622.5,0.0,1.0,149,818.7438699357645,26085.48590632761,28.672982152845027,C,Y,CY,Global_ML,UstelDuzeltme,34.692757863935626,48.11334832492463
Part-1008,841,86,13.7,903,124,38472.19849970543,11554.415390895654,4101.25,22816.533108809774,0.9654720610873225,192,119.40474822868642,1951,74,1347.1,120624.62708368819,115693.37708368819,4931.25,0.0,1.0,232,1195.5895729081478,82152.42858398275,68.10585082844335,C,Z,CZ,Aralıklı_Croston,XGBoost,69.5711450352148,92.53346511404425
Part-1009,518,157,1.0,564,222,133912.88122766718,29707.959948384007,12330.0,91874.92127928317,0.9727673272100775,191,132.04241981076328,1096,123,648.9,169044.75906992823,152889.75906992823,16155.0,0.0,1.0,251,679.5462827792072,35131.87784226105,20.782589200371575,C,Y,CY,Global_ML,HareketliOrtalama,20.96593122093157,22.488981871178527
Part-101,22158,3430,589.7,23529,3235,97768.11855892066,36583.36951460906,20660.0,40524.7490443116,0.9637204547148809,122,4554.929218911433,31418,4321,10298.9,125414.3799844447,108344.37998444473,17070.0,0.0,1.0,102,13489.762934464457,27646.261425524048,22.043932624754074,B,X,BX,Global_ML,CatBoost,10.030802231672979,9.046347063777741
Part-1010,313,232,21.5,318,278,8466.009301949163,5738.573275119719,1616.25,1111.186026829446,0.9845922257283499,25,158.21294236528485,836,146,545.2,25605.33155032667,23014.08155032667,2591.25,0.0,1.0,41,634.5001419949344,17139.32224837751,66.93653708287502,C,Z,CZ,Aralıklı_Croston,RandomForest,67.03479604347143,91.17029745524084
Part-1011,1274,205,1.8,1388,191,177283.26820464013,46229.59176828256,10565.0,120488.67643635755,0.9489017454213078,123,204.94238584782337,2684,126,1683.3,358842.0938152343,340707.0938152343,18135.0,0.0,1.0,211,1510.4032289914878,181558.82561059418,50.59574357072996,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,62.034119308921,80.4355411141893
Part-1012,793,240,0.2,865,340,65572.56902728224,18698.44969580535,8240.0,38634.11933147689,0.9728659391204338,192,200.46883250786237,1303,186,668.2,72864.40892843451,61939.408928434495,10925.0,0.0,1.0,254,664.0615236083361,7291.839901152271,10.007409664592384,C,Y,CY,Global_ML,HareketliOrtalama,15.586028717642966,15.36650008633755
Part-1013,978,103,0.0,1067,147,469940.8543789542,189199.78645180335,3981.25,276759.81792715087,0.9596010408731847,187,141.0964086686117,2889,26,1834.7,2657493.489002452,2640989.739002452,16503.75,0.0,1.0,784,1969.5274212099853,2187552.634623498,82.31638736562412,C,Z,CZ,Aralıklı_Croston,LightGBM,117.86907983956918,131.57195579808106
Part-1014,595,66,2.0,647,89,397482.6546164144,187697.1562892111,14620.0,195165.4983272033,0.9520456087944023,174,104.27619793845061,1573,40,769.3,1895009.5353004797,1869544.5353004797,25465.0,0.0,1.0,308,1038.6358529447114,1497526.8806840654,79.02476756913057,C,Z,CZ,Aralıklı_Croston,RandomForest,97.955138966244,109.11357061843792
Part-1015,1433,270,0.0,1563,215,37489.01872476736,8084.166857413377,9065.0,20339.85186735398,0.948563052678671,105,251.66445195977244,2935,406,1441.7,62116.32812344708,55811.32812344709,6305.0,0.0,1.0,73,1737.436590939989,24627.309398679718,39.64707854227403,C,Y,CY,Global_ML,Croston-SBA,40.96182949386245,53.14234145968623
Part-1016,1505,284,4.1,1637,225,54677.678203328476,12507.419601697226,6776.25,35394.008601631256,0.9512090751902157,105,265.4691474729005,3500,269,2224.7,110109.5161054711,102583.2661054711,7526.25,0.0,1.0,117,2177.3229862944468,55431.83790214263,50.342458910677514,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,58.06401539846635,77.85707492469743
Part-1017,1416,250,0.0,1557,214,71872.30340761875,14148.650636928174,9665.0,48058.652770690576,0.9424936307743202,112,231.88731065256152,3070,238,2093.9,120659.4935445519,109909.4935445519,10750.0,0.0,1.0,125,1801.3461161243736,48787.190136933146,40.43377665837718,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,71.00605075408652,99.63143517471386
Part-1018,1991,303,0.0,2203,303,100839.53884903647,16993.265347638167,11235.0,72611.27350139832,0.9395577674792392,131,295.2434003912337,2902,250,1887.0,75647.41668823692,61167.41668823691,14480.0,0.0,1.0,169,1062.7313660286345,-25192.122160799554,-33.3020257183705,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,62.61768613180846,73.5753839974274
Part-1019,1024,184,4.4,1112,153,572876.1074391952,181693.5215697382,9445.0,381737.585869457,0.9480721275562723,110,175.71451878204533,2383,52,1600.2,1501245.3836262033,1466020.3836262033,35225.0,0.0,1.0,410,1417.7779373089784,928369.2761870081,61.83994211156647,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,70.11170155080794,94.21740962526766
Part-102,88840,10814,18658.7,95702,15039,501660.12669115374,363143.59879795706,15470.0,123046.5278931966,0.9891010399131753,183,31076.162011189583,168998,5712,93846.5,1293085.1066130572,1263555.1066130572,29530.0,0.0,1.0,349,108129.24510620402,791424.9799219035,61.20439991725382,A,Y,AY,Global_ML,XGBoost,36.23623101512275,54.413596593739385
Part-1020,11277,1204,160.7,12127,1667,5556968.506641425,2757987.901967351,23100.0,2775880.6046740753,0.9640164363806966,181,1821.3398449934934,32574,211,19949.5,33700052.12181692,33562539.62181692,137512.5,0.0,1.0,1088,22164.270796395846,28143083.615175493,83.51050471211609,B,Z,BZ,Aralıklı_Croston,CatBoost,137.87067902373536,159.44280088534182
Part-1021,1125,165,6.8,1220,168,102542.48173839974,30770.80027071018,2896.25,68875.43146768959,0.9509143057252446,135,171.30520521969126,2297,64,1473.3,231060.21266101784,223221.46266101784,7838.75,0.0,1.0,366,1242.7040614534778,128517.7309226181,55.62088316397552,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,62.576230849323224,85.47621967265356
Part-1022,887,122,16.8,949,131,17205.857013689405,6109.948243292548,3000.0,8095.90877039686,0.9648961523883788,141,151.20789760571154,2418,139,1541.9,69773.81720515803,67041.31720515803,2732.5,0.0,1.0,129,1659.1264317890204,52567.96019146863,75.34052499507298,C,Z,CZ,Aralıklı_Croston,LightGBM,67.23058123180891,100.00804381080088
Part-1023,1793,316,0.0,1972,271,46709.38623407624,10236.423307007442,4865.0,31607.962927068795,0.9468458399408464,113,286.5707916766733,2962,273,1461.1,53843.000035861136,47880.50003586113,5962.5,0.0,1.0,139,1340.424520326231,7133.613801784893,13.248915916709104,C,Y,CY,Global_ML,HareketliOrtalama,33.41816801732413,46.433096360341096
Part-1024,423,396,27.5,431,539,12200.994345687193,8527.357271757874,1830.0,1843.6370739293204,0.9867366764340348,28,263.02443127653794,1120,236,646.0,31372.65677721533,28293.906777215336,3078.75,0.0,1.0,49,872.7192378013639,19171.662431528137,61.10946410331346,C,Z,CZ,Aralıklı_Croston,RandomForest,49.81914669973111,69.02595738587789
Part-1025,298,61,0.0,334,46,29250.490029292385,5027.444166795048,8455.0,15768.045862497343,0.9349373082217429,98,49.81021050603425,674,106,353.2,48513.70068013908,43323.70068013908,5190.0,0.0,1.0,60,429.2365224125063,19263.210650846697,39.70674341636614,C,Y,CY,Global_ML,Croston-SBA,69.18267083519429,87.07884231735207
Part-1026,362,396,0.0,403,503,16560.954588020213,9798.674199655426,2355.0,4407.2803883647875,0.9739660536654217,27,207.91266061634127,827,207,428.4,31711.926055572352,27116.926055572352,4595.0,0.0,1.0,53,575.379089974121,15150.971467552139,47.776888231264785,C,Y,CY,Aralıklı_Croston,Croston-SBA,37.8024876424627,47.80898494344405
Part-1027,189,88,0.0,225,88,296401.8130446062,83132.11811133448,2855.0,210414.69493327168,0.9503855413722837,133,53.35783001316197,704,18,502.5,826937.0436973869,812187.0436973869,14750.0,0.0,1.0,688,521.2971737164132,530535.2306527807,64.15666521367342,C,Z,CZ,Aralıklı_Croston,Croston-SBA,66.15285239193986,85.31693922550964
Part-1028,292,33,9.4,308,42,84648.90115773966,21597.633931317952,3735.0,59316.2672264217,0.959642426160908,173,41.27051031095758,641,20,406.6,201831.2608245683,195405.0108245683,6426.25,0.0,1.0,298,373.3957404636873,117182.35966682865,58.059568764564936,C,Z,CZ,Aralıklı_Croston,XGBoost,51.18826487242833,65.49502311598451
Part-1029,102,25,0.0,111,22,88113.0301081428,30276.816299367078,10010.0,47826.213808775734,0.9543425826258953,117,21.414035320300144,656,24,492.1,816542.5376544341,805647.5376544341,10895.0,0.0,1.0,127,569.8143641148142,728429.5075462913,89.20900920100837,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,100.0,136.79339236997825
Part-103,10172,2192,0.0,11123,2185,78506.05584416253,17049.490056679944,11375.0,50081.56578748258,0.9542144282790289,132,1892.6213374938877,24598,2164,16278.5,155148.07658259667,143033.07658259667,12115.0,0.0,1.0,141,15877.744836219155,76642.02073843413,49.399272247910844,B,Z,BZ,Aralıklı_Croston,HareketliOrtalama,66.51521153233762,90.73951855636699
Part-1030,306,183,31.7,299,262,7663.693181680773,4900.23405074224,1957.5,805.9591309385316,0.9866250008729562,30,138.41530661034957,1000,165,636.4,31272.002918335183,29085.752918335183,2186.25,0.0,1.0,34,821.5757383209946,23608.30973665441,75.4934367277529,C,Z,CZ,Aralıklı_Croston,CatBoost,79.14917778920737,108.49531412506114
Part-1031,909,141,54.2,932,128,43708.86302804484,19766.980025335284,5187.5,18754.383002709554,0.9791555643798466,122,184.46849675180658,1795,87,1339.1,118537.87291286627,109945.37291286627,8592.5,0.0,1.0,204,1026.0271240249417,74829.00988482143,63.12666833479123,C,Z,CZ,Aralıklı_Croston,LightGBM,66.16104049626152,93.57510997912505
Part-1032,188,88,0.0,224,88,282374.41966261633,70200.79383002993,2843.75,209329.87583258637,0.9504568194688282,133,53.537764311146006,800,20,603.1,825109.8775133268,811892.3775133268,13217.5,0.0,1.0,617,619.179647149952,542735.4578507105,65.77735555492056,C,Z,CZ,Aralıklı_Croston,Croston-SBA,53.40460870048551,70.84544744981577
Part-1033,86,269,0.1,94,216,1685.375578030588,881.2599820382991,700.0,104.11559599228909,0.9810634567759013,8,146.87666367304988,221,244,150.7,2422.5617124599366,1622.5617124599369,800.0,0.0,1.0,9,270.42695207665616,737.1861344293486,30.43002498709473,C,Z,CZ,Aralıklı_Croston,CatBoost,69.4049986772688,116.60598862449203
Part-1034,1599,298,0.0,1775,244,1065361.6962600802,347609.86116702657,2302.5,715449.3350930535,0.938950133583276,107,268.9221611313493,2687,29,1463.8,1465303.7755987735,1440072.5255987735,25231.25,0.0,1.0,1177,1114.086391190785,399942.0793386933,27.294141051077496,C,Y,CY,Global_ML,HareketliOrtalama,15.350971535097155,15.618691525323383
Part-1035,1465,253,0.0,1611,222,71012.9072386369,17440.04910389993,4942.5,48630.358134736955,0.9443569394192523,115,233.20936236540933,2118,138,1316.1,65785.77383759092,56180.77383759092,9605.0,0.0,1.0,224,751.2526120657546,-5227.133401045969,-7.945689616649474,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,25.791480192275817,25.6495922702129
Part-1036,704,111,0.0,798,110,549756.8809887974,201965.9417572637,10785.0,337005.9392315337,0.9342473466658412,127,112.20330097625762,1963,37,1275.2,2345405.8864070075,2310765.8864070075,34640.0,0.0,1.0,412,1283.7588257816706,1795649.00541821,76.56026685295886,C,Z,CZ,Aralıklı_Croston,RandomForest,97.57258608332802,136.08195356802145
Part-1037,423,44,23.5,436,60,251886.28677911582,139318.09994518725,7190.0,105378.18683392864,0.9601385155308246,171,98.4554884561183,631,21,284.5,412887.67982593115,397260.17982593115,15627.5,0.0,1.0,375,280.7420217783309,161001.39304681533,38.99399301880156,C,Y,CY,Global_ML,LightGBM,15.991953896392758,15.747012665014157
Part-1038,757,171,43.5,778,153,44743.74193307854,20148.201576217813,10095.0,14500.540356860729,0.9795582388514749,119,195.01681820504453,2431,205,1577.4,202094.31283513823,193499.31283513823,8595.0,0.0,1.0,102,1872.902659387372,157350.5709020597,77.85996978075332,C,Z,CZ,Aralıklı_Croston,LightGBM,153.70786109163882,152.30509408633645
Part-1039,259,34,0.0,283,39,153612.32149609423,59091.64850203188,6490.0,88030.67299406238,0.952480786051263,151,36.79043479242772,419,15,215.7,297275.05123033555,281817.55123033555,15457.5,0.0,1.0,362,175.45948547271968,143662.72973424132,48.32653434577264,C,Y,CY,Aralıklı_Croston,XGBoost,35.5268488913509,49.7100338379116
Part-104,21179,2415,542.1,22513,3096,10258074.909657309,5827348.010387634,14355.0,4416371.899269675,0.9691936608863866,169,3584.4024452367967,33620,213,12753.2,23313898.1169015,23145573.1169015,168325.0,0.0,1.0,1999,14236.844741165569,13055823.20724419,56.000172694326565,B,Y,BY,Global_ML,XGBoost,16.269589118866307,16.75927004282352
Part-1040,861,129,94.3,836,115,18623.422998940998,9214.594468036676,2680.0,6728.828530904322,0.9778317403812572,124,179.24018401446975,2187,110,1489.5,79291.53663451505,76086.53663451505,3205.0,0.0,1.0,148,1480.0179079720178,60668.11363557406,76.51272280825701,C,Z,CZ,Aralıklı_Croston,RandomForest,95.57342284835714,109.2204722528353
Part-1041,235,49,3.0,253,35,19728.53617215998,4298.588925446083,6112.5,9317.447246713898,0.955238818207604,95,43.94314676355818,534,73,337.6,38085.19874145102,33795.19874145102,4290.0,0.0,1.0,66,345.477877497925,18356.662569291042,48.19894125775452,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,62.88659793814433,82.55738796772908
Part-1042,1215,127,4.4,1321,182,626386.7508074297,283529.8020796729,8030.0,334826.94872775686,0.9606358345255023,188,170.96426377059692,3468,35,2336.9,3888240.395948722,3857682.895948722,30557.5,0.0,1.0,721,2326.1255477509512,3261853.6451412924,83.89022573141102,C,Z,CZ,Aralıklı_Croston,XGBoost,57.3810646618221,69.73197042152489
Part-1043,1306,233,4.0,1420,195,683789.9860526582,185719.96623649442,9495.0,488575.01981616375,0.9478149268730528,111,221.44032846967488,2192,54,1512.9,845182.5923248766,802087.5923248766,43095.0,0.0,1.0,502,956.356731616559,161392.6062722184,19.095590436649847,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,57.64434180138568,74.94735779246695
Part-1044,1746,189,53.8,1846,254,517900.4915868328,261499.1166704734,3718.75,252682.62491635946,0.9687136180235546,175,315.5014869888356,2497,40,1005.6,791264.9159728934,773104.9159728934,18160.0,0.0,1.0,866,932.7593671958582,273364.42438606056,34.547775197380965,C,X,CX,Global_ML,LightGBM,24.019091720386953,24.361645900772864
Part-1045,142,141,0.0,156,136,4532.629885369859,2018.2634639290263,1745.0,769.3664214408323,0.9773656480178221,20,79.5669514590243,272,147,118.0,7021.040031089427,5246.040031089426,1775.0,0.0,1.0,20,206.81710785825794,2488.4101457195684,35.442187121862226,C,Y,CY,Global_ML,Croston-SBA,25.920245398773005,25.81186386631751
Part-1046,248,170,0.0,276,241,20236.139116804894,9609.32261972909,2565.0,8061.8164970758025,0.9632220481513922,30,97.33167442264462,2168,172,1344.9,200971.57837697584,198346.57837697584,2625.0,0.0,1.0,30,2009.0286644968153,180735.43926017094,89.93084530647084,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,119.4259354177345,177.71281439350346
Part-1047,203,60,1.6,220,86,67477.88456655471,19236.955912097448,4193.75,44047.17865445725,0.9737082618709694,195,51.68307114826966,722,34,555.9,213159.71349319172,205548.46349319175,7611.25,0.0,1.0,354,552.2378858525879,145681.828926637,68.3439785779643,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,30.102591792656586,31.910006394883368
Part-1048,582,416,0.7,634,555,11979.627037616907,6313.481398850448,2415.0,3251.1456387664575,0.9713746972028396,28,242.88973265509625,1092,234,692.3,21178.301533529342,16713.301533529342,4465.0,0.0,1.0,52,642.9874557010811,9198.674495912435,43.43442972208681,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,65.76364350215941,91.19261326546423
Part-1049,359,59,0.0,396,54,180907.30565232853,43670.37752805691,7818.75,129418.1781242716,0.9446330435121361,122,56.25265678222759,884,38,470.2,439682.2594369698,426771.0094369698,12911.25,0.0,1.0,200,549.7319802889017,258774.9537846413,58.8549909009321,C,Y,CY,Global_ML,Croston-SBA,30.5952380952381,32.259264703889485
Part-105,87649,9706,5640.5,89464,12301,33159669.4384058,20588563.10746692,42375.0,12528731.330938874,0.9777312763842939,167,18004.19740227115,111073,848,33800.8,40551010.53537248,40054000.53537248,497010.0,0.0,1.0,1974,35026.24872971258,7391341.09696668,18.227267334113026,A,X,AX,Global_ML,XGBoost,12.25197710159597,12.708871108882583
Part-1050,550,109,6.1,593,82,22622.096148838427,5412.173438405198,6446.25,10763.672710433226,0.9560974252372472,100,101.94490477168986,2326,182,1664.6,104267.67356643414,100240.17356643414,4027.5,0.0,1.0,62,1888.146243801642,81645.57741759572,78.30382574477913,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,149.20489561816973
Part-1051,522,54,0.2,569,78,251558.77120405092,70094.20247893914,8197.5,173267.06872511178,0.9533561363517565,192,69.71434296698065,1239,27,834.1,769735.4032849601,752472.9032849601,17262.5,0.0,1.0,404,748.3950483455346,518176.63208090916,67.31879940425158,C,Z,CZ,Aralıklı_Croston,XGBoost,52.92280017215765,74.97382526012223
Part-1052,368,56,22.1,377,52,204742.91095455893,116702.70398508683,10220.0,77820.20696947208,0.967154811807424,120,84.05764130726327,1186,34,733.3,1238906.533256546,1221491.533256546,17415.0,0.0,1.0,206,879.8056399400864,1034163.6223019869,83.4739017465362,C,Z,CZ,Aralıklı_Croston,CatBoost,319.79198668602146,173.98382672672818
Part-1053,165,49,1.0,179,70,162295.41744634198,62368.832661775035,8370.0,91556.58478456692,0.972897402397942,195,41.75573160314953,399,21,263.4,405150.56760075374,385158.06760075374,19992.5,0.0,1.0,466,257.8620796502668,242855.15015441176,59.94194987620695,C,Y,CY,Global_ML,HareketliOrtalama,27.837214180826514,29.338011345597252
Part-1054,371,101,0.0,412,81,322500.1078374848,114181.29863971958,4547.5,203771.30919776525,0.9475746973429164,106,77.00830951870662,2292,33,1648.4,2899435.987475752,2884753.487475752,14682.5,0.0,1.0,342,1945.5899704702,2576935.879638267,88.877143374417,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,100.0,136.9568000322535
Part-1055,0,1,0.0,0,1,577.010006134771,23.199057637128533,500.0,53.81094849764264,0.7082918798705815,6,0.3712585798963078,1540,178,984.3,107059.16072270442,107059.16072270442,0.0,0.0,1.0,0,1713.2864876024119,106482.15071656964,99.46103630717852,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,100.0,66.66666666666666
Part-1056,174,27,26.1,202,22,12960.203875778041,5992.9683362191,2161.25,4805.985539558941,0.9615948987527911,104,60.856651883683256,421,37,272.4,31931.040208031693,30292.290208031693,1638.75,0.0,1.0,80,307.6083931243876,18970.836332253653,59.41189578747852,C,Z,CZ,Aralıklı_Croston,CatBoost,60.47733900496171,94.30111883407734
Part-1057,396,224,0.0,436,171,10903.182063216791,2565.464495113178,4465.0,3872.7175681036147,0.976448518869816,104,145.14814850030425,1116,340,712.1,19241.51233922408,16221.512339224078,3020.0,0.0,1.0,70,917.7762882309319,8338.330276007287,43.33510863909325,C,Y,CY,Global_ML,Croston-SBA,49.897777033261214,45.877762379958064
Part-1058,689,130,0.0,752,103,36261.970271729246,9777.414297863259,6791.25,19693.305973865987,0.9491604921568682,105,120.14458392761965,2713,176,1772.0,178426.73737189942,173172.98737189942,5253.75,0.0,1.0,81,2127.944657090644,142164.76710017017,79.67682937779247,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,130.40495738799999,168.03968276337955
Part-1059,232,264,12.2,240,300,1672.1983812902818,1001.6779391674536,503.75,166.7704421228282,0.9864263779623059,23,166.94632319457565,726,220,496.5,4422.308792715102,3812.308792715102,610.0,0.0,1.0,28,635.3847987858502,2750.11041142482,62.1872089971441,C,Z,CZ,Aralıklı_Croston,CatBoost,88.69189181737767,128.80367143922803
Part-106,47098,7567,206.9,51154,7034,27777406.41406668,10795069.408548307,31695.0,16950642.00551837,0.949717201524358,123,7654.944011516808,122090,604,73737.3,108670232.71998481,108251822.71998481,418410.0,0.0,1.0,1626,76762.97490129466,80892826.30591813,74.43880838495865,A,Z,AZ,Aralıklı_Croston,Croston-SBA,62.13714347607263,84.22907532845802
Part-1060,753,125,4.9,816,112,369862.7676525569,102185.67608669857,5105.0,262572.09156585846,0.9512583583860744,119,126.74871520148255,1771,39,1076.7,874459.8891800992,857259.8891800992,17200.0,0.0,1.0,400,1063.3250540433291,504597.12152754236,57.70386129438787,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,55.575795057487845,73.73295770077891
Part-1061,730,474,21.7,773,676,15810.133468681524,9167.421973605913,2475.0,4167.711495075613,0.9763959434925192,29,334.2748889182751,1658,302,951.1,35750.36863987953,31780.368639879533,3970.0,0.0,1.0,47,1158.8186108879386,19940.235171198008,55.77630645451492,C,Y,CY,Global_ML,LightGBM,61.73120014422116,86.70331071482198
Part-1062,571,60,10.2,612,84,152976.72716598996,58287.461669279786,7935.0,86754.26549671014,0.967083639844196,186,85.52919428148793,1210,32,820.2,486914.0353896601,471556.5353896601,15357.5,0.0,1.0,363,691.94727948334,333937.3082236701,68.58239523870613,C,Z,CZ,Aralıklı_Croston,LightGBM,68.56606478829349,98.68722872378073
Part-1063,835,114,21.4,888,122,148902.26639152548,51878.47854340245,2991.25,94032.53784812306,0.9659843361425853,140,153.1851472882435,2079,39,1486.3,460987.0857815148,451955.8357815148,9031.25,0.0,1.0,428,1334.5210425562323,312084.81938998937,67.69925427757042,C,Z,CZ,Aralıklı_Croston,CatBoost,97.42190526722445,122.53939875029471
Part-1064,644,527,0.0,717,627,4366.891237263383,2315.7003752130604,1097.5,953.6908620503209,0.9704603282603788,25,293.54279170635084,1759,376,1130.6,11848.62691299483,10293.62691299483,1555.0,0.0,1.0,36,1304.8406491475046,7481.735675731447,63.14432660147269,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,123.64191097737655
Part-1065,770,145,51.2,784,108,11074.539607912191,3768.1439379152675,4177.5,3128.8956699969226,0.9751566345151312,98,183.25765674133194,1901,222,1328.1,30195.48356216532,27397.983562165326,2797.5,0.0,1.0,66,1332.4571326799592,19120.943954253125,63.32385409522471,C,Z,CZ,Aralıklı_Croston,RandomForest,93.92709912948253,124.33268793437782
Part-1066,335,231,0.0,373,326,10432.49014205555,5173.489561692042,1901.25,3357.7505803635104,0.9693355579047271,29,134.5077156311629,905,153,565.7,28082.227067519627,25127.227067519627,2955.0,0.0,1.0,46,653.2932699862624,17649.736925464076,62.85020373572172,C,Z,CZ,Aralıklı_Croston,LightGBM,64.43291313694819,86.54588386734542
Part-1067,561,84,37.4,571,79,32847.249940935915,14839.994719108,5037.5,12969.755221827914,0.9708736672366808,120,140.4584276895148,819,90,335.8,45670.775008229306,40833.275008229306,4837.5,0.0,1.0,116,386.4811082233451,12823.52506729339,28.078185809158597,C,Y,CY,Global_ML,CatBoost,33.39889868282928,46.91940431484991
Part-1068,408,203,2.2,443,174,29836.621064793515,8852.038355030907,7563.75,13420.832709762608,0.9807620505975146,117,143.98053302870008,1325,206,982.8,72344.13766952562,64765.38766952562,7578.75,0.0,1.0,117,1053.4246084879442,42507.5166047321,58.7573754751355,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,68.42200835300527,96.41231902377075
Part-1069,792,128,0.0,876,120,546618.5550561162,201398.92899144426,5280.0,339939.62606467184,0.9409683829927535,123,123.45177471846489,3028,33,2014.3,3713271.2354194084,3691391.2354194084,21880.0,0.0,1.0,510,2262.7170932575905,3166652.6803632923,85.27932595275722,C,Z,CZ,Aralıklı_Croston,Croston-SBA,147.65741010366,156.95709658888123
