Parça_Kodu,champion,votes,MAE,RMSE,WAPE,sMAPE
Part-1739,CatBoost,4,290.65098158367954,363.35847104366934,19.331624980623847,19.378627632851046
Part-174,HareketliOrtalama,4,2607.8333333333335,3213.3650845595907,41.90300206207654,56.5905773465595
Part-1740,RandomForest,3,236.18571153416065,394.1413602352898,28.808991038929943,41.45045104180039
Part-1741,RandomForest,3,314.26045075151984,344.8508994161685,70.64678548179539,99.01553374510064
Part-1742,Croston-SBA,3,604.0630711947225,690.1420072030123,132.3732077125031,165.51297244220058
Part-1743,RandomForest,3,17.983879870167552,24.990769794144374,35.848265521928674,48.33158315308417
Part-1744,RandomForest,3,182.00472671564748,193.6935037562193,96.98298048791162,134.55310525597585
Part-1745,XGBoost,4,1394.8870849609375,1554.5994272737598,73.46021688550536,100.61837306141143
Part-1746,UstelDuzeltme,2,3605.664808767828,4896.627811592444,17.27181839800646,17.35787552667771
Part-1747,HareketliOrtalama,4,568.9444444444445,773.4741610278768,52.36488213938743,66.44535219438973
Part-1748,Croston-SBA,4,402.27783431047175,421.8891253538555,188.56773483303363,151.56921476025173
Part-1749,RandomForest,3,529.3234230656644,675.0083781775666,34.92731264042656,51.136606547064325
Part-175,CatBoost,4,14878.209803877906,17372.392374164076,14.086212505742532,15.16619859650112
Part-1750,RandomForest,3,4368.147395643008,6290.6783291724705,15.757349558617939,15.453207550721423
Part-1751,RandomForest,3,800.9449537588665,872.1120826735748,74.81970609611083,110.22075784613952
Part-1752,UstelDuzeltme,3,31.11613157773157,38.97651780462793,69.66298114417515,82.627394046321
Part-1753,CatBoost,2,213.2726290685223,236.07873584910962,89.73602906108933,120.01619946870076
Part-1754,XGBoost,2,814.0120442708334,1149.5592984901846,55.920222871822766,74.16773139087456
Part-1755,HareketliOrtalama,4,52.333333333333336,90.67340661222929,100.0,66.66666666666666
